timestamp,splice_id,surface_distance,acoustic_level,edge_deviation,belt_speed,carryback_level,condition
2026-09-05 08:19:25.659585,SPLICE_002,99.92,33.41,2.03,1.5,0.06,NORMAL
2026-09-05 08:19:27.659585,SPLICE_003,97.19,32.51,0.96,1.56,0.14,NORMAL
2026-09-05 08:19:29.659585,SPLICE_004,99.63,27.8,3.45,1.51,0.06,NORMAL
2026-09-05 08:19:31.659585,SPLICE_004,101.74,31.42,0.65,1.53,0.0,NORMAL
2026-09-05 08:19:33.659585,SPLICE_001,100.16,35.33,1.48,1.57,0.1,NORMAL
2026-09-05 08:19:35.659585,SPLICE_002,101.84,31.57,0.32,1.41,0.15,NORMAL
2026-09-05 08:19:37.659585,SPLICE_003,99.16,28.59,0.66,1.45,0.06,NORMAL
2026-09-05 08:19:39.659585,SPLICE_002,96.13,23.96,0.93,1.53,0.19,NORMAL
2026-09-05 08:19:41.659585,SPLICE_001,101.97,28.93,1.95,1.53,0.12,NORMAL
2026-09-05 08:19:43.659585,SPLICE_001,109.5,67.97,3.86,1.41,0.27,WARNING
2026-09-05 08:19:45.659585,SPLICE_002,98.75,27.22,1.36,1.56,0.01,NORMAL
2026-09-05 08:19:47.659585,SPLICE_001,99.25,24.13,2.8,1.55,0.03,NORMAL
2026-09-05 08:19:49.659585,SPLICE_005,104.34,60.06,7.41,1.25,0.44,WARNING
2026-09-05 08:19:51.659585,SPLICE_004,110.8,86.65,13.55,1.29,0.65,CRITICAL
2026-09-05 08:19:53.659585,SPLICE_002,116.43,88.34,17.63,1.5,0.63,CRITICAL
2026-09-05 08:19:55.659585,SPLICE_002,100.75,44.94,8.77,1.3,0.4,WARNING
2026-09-05 08:19:57.659585,SPLICE_002,104.45,56.79,6.97,1.52,0.39,WARNING
2026-09-05 08:19:59.659585,SPLICE_001,102.41,31.72,3.32,1.44,0.11,NORMAL
2026-09-05 08:20:01.659585,SPLICE_003,107.75,52.13,8.18,1.51,0.54,WARNING
2026-09-05 08:20:03.659585,SPLICE_004,107.22,60.72,8.0,1.49,0.47,WARNING
2026-09-05 08:20:05.659585,SPLICE_002,102.76,33.24,1.83,1.51,0.07,NORMAL
2026-09-05 08:20:07.659585,SPLICE_001,98.62,32.47,2.42,1.52,0.1,NORMAL
2026-09-05 08:20:09.659585,SPLICE_001,106.57,55.37,4.28,1.47,0.45,WARNING
2026-09-05 08:20:11.659585,SPLICE_002,102.99,31.07,2.27,1.48,0.11,NORMAL
2026-09-05 08:20:13.659585,SPLICE_004,99.81,31.4,2.61,1.51,0.02,NORMAL
2026-09-05 08:20:15.659585,SPLICE_002,100.35,32.04,1.81,1.48,0.14,NORMAL
2026-09-05 08:20:17.659585,SPLICE_002,100.27,26.5,3.2,1.42,0.01,NORMAL
2026-09-05 08:20:19.659585,SPLICE_003,107.1,50.79,6.74,1.2,0.51,WARNING
2026-09-05 08:20:21.659585,SPLICE_003,98.89,39.41,0.55,1.39,0.03,NORMAL
2026-09-05 08:20:23.659585,SPLICE_005,101.3,34.94,3.12,1.57,0.05,NORMAL
2026-09-05 08:20:25.659585,SPLICE_005,101.3,29.5,3.85,1.45,0.08,NORMAL
2026-09-05 08:20:27.659585,SPLICE_001,101.8,28.97,1.29,1.47,0.01,NORMAL
2026-09-05 08:20:29.659585,SPLICE_003,97.5,37.22,1.92,1.56,0.19,NORMAL
2026-09-05 08:20:31.659585,SPLICE_003,100.54,28.85,2.71,1.54,0.17,NORMAL
2026-09-05 08:20:33.659585,SPLICE_005,101.29,36.65,2.2,1.54,0.16,NORMAL
2026-09-05 08:20:35.659585,SPLICE_003,97.94,29.75,2.37,1.46,0.09,NORMAL
2026-09-05 08:20:37.659585,SPLICE_005,99.92,22.85,2.13,1.47,0.05,NORMAL
2026-09-05 08:20:39.659585,SPLICE_005,98.73,34.98,1.72,1.5,0.01,NORMAL
2026-09-05 08:20:41.659585,SPLICE_001,104.64,35.61,3.83,1.48,0.48,WARNING
2026-09-05 08:20:43.659585,SPLICE_001,100.74,32.39,1.98,1.47,0.02,NORMAL
2026-09-05 08:20:45.659585,SPLICE_005,99.99,24.21,3.5,1.54,0.11,NORMAL
2026-09-05 08:20:47.659585,SPLICE_002,98.25,30.19,1.73,1.5,0.02,NORMAL
2026-09-05 08:20:49.659585,SPLICE_001,109.99,82.19,22.19,1.3,0.92,CRITICAL
2026-09-05 08:20:51.659585,SPLICE_003,99.01,27.78,2.28,1.46,0.14,NORMAL
2026-09-05 08:20:53.659585,SPLICE_001,106.18,49.82,8.4,1.44,0.49,WARNING
2026-09-05 08:20:55.659585,SPLICE_003,98.84,35.45,2.11,1.55,0.16,NORMAL
2026-09-05 08:20:57.659585,SPLICE_004,104.15,26.55,3.74,1.51,0.02,NORMAL
2026-09-05 08:20:59.659585,SPLICE_003,97.94,27.35,2.62,1.56,0.1,NORMAL
2026-09-05 08:21:01.659585,SPLICE_002,103.46,32.18,2.04,1.51,0.04,NORMAL
2026-09-05 08:21:03.659585,SPLICE_004,99.0,31.06,3.09,1.49,0.15,NORMAL
2026-09-05 08:21:05.659585,SPLICE_002,99.03,37.87,0.77,1.43,0.2,NORMAL
2026-09-05 08:21:07.659585,SPLICE_003,96.88,40.01,1.89,1.59,0.17,NORMAL
2026-09-05 08:21:09.659585,SPLICE_001,99.65,34.42,2.65,1.42,0.18,NORMAL
2026-09-05 08:21:11.659585,SPLICE_002,101.07,23.73,3.38,1.54,0.03,NORMAL
2026-09-05 08:21:13.659585,SPLICE_005,100.99,31.3,1.45,1.47,0.19,NORMAL
2026-09-05 08:21:15.659585,SPLICE_003,100.65,28.54,0.35,1.5,0.17,NORMAL
2026-09-05 08:21:17.659585,SPLICE_004,101.54,15.76,3.15,1.41,0.03,NORMAL
2026-09-05 08:21:19.659585,SPLICE_005,100.75,29.57,2.81,1.44,0.07,NORMAL
2026-09-05 08:21:21.659585,SPLICE_002,99.06,31.73,1.95,1.52,0.05,NORMAL
2026-09-05 08:21:23.659585,SPLICE_003,95.81,31.27,1.74,1.56,0.05,NORMAL
2026-09-05 08:21:25.659585,SPLICE_005,103.0,34.25,1.65,1.48,0.01,NORMAL
2026-09-05 08:21:27.659585,SPLICE_002,101.69,36.11,3.21,1.5,0.16,NORMAL
2026-09-05 08:21:29.659585,SPLICE_002,109.09,56.91,6.48,1.38,0.31,WARNING
2026-09-05 08:21:31.659585,SPLICE_002,100.1,26.56,1.87,1.45,0.19,NORMAL
2026-09-05 08:21:33.659585,SPLICE_002,115.39,65.02,18.67,1.25,0.78,CRITICAL
2026-09-05 08:21:35.659585,SPLICE_005,99.7,78.5,5.26,1.44,0.21,WARNING
2026-09-05 08:21:37.659585,SPLICE_001,102.22,24.8,2.61,1.45,0.19,NORMAL
2026-09-05 08:21:39.659585,SPLICE_005,100.55,26.75,3.07,1.49,0.04,NORMAL
2026-09-05 08:21:41.659585,SPLICE_004,101.74,32.48,2.15,1.52,0.1,NORMAL
2026-09-05 08:21:43.659585,SPLICE_002,101.93,31.54,1.55,1.5,0.19,NORMAL
2026-09-05 08:21:45.659585,SPLICE_001,109.32,64.5,8.28,1.29,0.36,WARNING
2026-09-05 08:21:47.659585,SPLICE_001,103.69,57.37,9.01,1.37,0.51,WARNING
2026-09-05 08:21:49.659585,SPLICE_002,103.23,32.27,1.76,1.55,0.07,NORMAL
2026-09-05 08:21:51.659585,SPLICE_005,102.09,32.85,2.72,1.53,0.09,NORMAL
2026-09-05 08:21:53.659585,SPLICE_005,99.7,30.63,1.83,1.5,0.06,NORMAL
2026-09-05 08:21:55.659585,SPLICE_001,97.44,21.78,1.11,1.58,0.09,NORMAL
2026-09-05 08:21:57.659585,SPLICE_004,98.72,23.38,3.64,1.55,0.12,NORMAL
2026-09-05 08:21:59.659585,SPLICE_005,95.5,26.59,2.06,1.56,0.1,NORMAL
2026-09-05 08:22:01.659585,SPLICE_004,97.22,21.77,3.02,1.62,0.12,NORMAL
2026-09-05 08:22:03.659585,SPLICE_005,101.36,32.88,1.75,1.52,0.19,NORMAL
2026-09-05 08:22:05.659585,SPLICE_005,98.49,28.6,0.31,1.5,0.06,NORMAL
2026-09-05 08:22:07.659585,SPLICE_002,108.91,50.06,3.18,1.44,0.44,WARNING
2026-09-05 08:22:09.659585,SPLICE_004,98.02,34.7,1.02,1.49,0.04,NORMAL
2026-09-05 08:22:11.659585,SPLICE_002,103.09,59.41,10.69,1.42,0.24,WARNING
2026-09-05 08:22:13.659585,SPLICE_003,101.22,58.52,6.96,1.46,0.52,WARNING
2026-09-05 08:22:15.659585,SPLICE_005,98.84,30.32,2.47,1.51,0.12,NORMAL
2026-09-05 08:22:17.659585,SPLICE_002,100.1,30.2,1.3,1.47,0.12,NORMAL
2026-09-05 08:22:19.659585,SPLICE_001,109.45,52.59,6.45,1.48,0.29,WARNING
2026-09-05 08:22:21.659585,SPLICE_002,98.56,34.47,1.71,1.56,0.13,NORMAL
2026-09-05 08:22:23.659585,SPLICE_003,106.72,48.74,11.45,1.28,0.27,WARNING
2026-09-05 08:22:25.659585,SPLICE_001,101.27,32.07,1.81,1.49,0.0,NORMAL
2026-09-05 08:22:27.659585,SPLICE_002,102.45,38.12,0.46,1.51,0.08,NORMAL
2026-09-05 08:22:29.659585,SPLICE_002,105.74,75.64,5.39,1.56,0.37,WARNING
2026-09-05 08:22:31.659585,SPLICE_001,101.95,35.52,2.3,1.47,0.12,NORMAL
2026-09-05 08:22:33.659585,SPLICE_003,99.24,28.98,1.42,1.45,0.05,NORMAL
2026-09-05 08:22:35.659585,SPLICE_004,98.83,29.01,1.24,1.5,0.16,NORMAL
2026-09-05 08:22:37.659585,SPLICE_004,100.47,22.22,2.33,1.54,0.11,NORMAL
2026-09-05 08:22:39.659585,SPLICE_005,109.14,72.67,17.78,1.49,0.89,CRITICAL
2026-09-05 08:22:41.659585,SPLICE_001,103.88,54.55,8.12,1.41,0.27,WARNING
2026-09-05 08:22:43.659585,SPLICE_005,98.02,33.15,1.09,1.5,0.09,NORMAL
2026-09-05 08:22:45.659585,SPLICE_001,111.32,97.36,19.37,1.29,0.97,CRITICAL
2026-09-05 08:22:47.659585,SPLICE_003,104.4,43.74,7.15,1.48,0.54,WARNING
2026-09-05 08:22:49.659585,SPLICE_004,104.64,31.97,2.19,1.48,0.03,NORMAL
2026-09-05 08:22:51.659585,SPLICE_005,107.51,59.66,4.86,1.31,0.34,WARNING
2026-09-05 08:22:53.659585,SPLICE_002,96.33,32.54,0.9,1.39,0.12,NORMAL
2026-09-05 08:22:55.659585,SPLICE_003,101.67,30.16,2.25,1.5,0.17,NORMAL
2026-09-05 08:22:57.659585,SPLICE_001,100.16,29.51,2.92,1.49,0.17,NORMAL
2026-09-05 08:22:59.659585,SPLICE_004,107.71,59.8,5.99,1.38,0.36,WARNING
2026-09-05 08:23:01.659585,SPLICE_004,117.68,76.02,15.11,1.2,0.86,CRITICAL
2026-09-05 08:23:03.659585,SPLICE_005,99.55,30.99,4.46,1.48,0.15,NORMAL
2026-09-05 08:23:05.659585,SPLICE_004,100.02,23.44,0.93,1.48,0.07,NORMAL
2026-09-05 08:23:07.659585,SPLICE_001,101.02,30.27,0.2,1.47,0.1,NORMAL
2026-09-05 08:23:09.659585,SPLICE_004,98.12,29.28,0.79,1.53,0.12,NORMAL
2026-09-05 08:23:11.659585,SPLICE_004,98.07,32.09,1.31,1.5,0.2,NORMAL
